IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2 30>;2 31>;2 41>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30 31>;30 31>30>;30 41>;30>;30>14>;30>14>41>;30>30>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31 41>;31 41>30>;31 41>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41 43>;41 44>;41>;41>14>;41>2>;41>30>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>44>;42>;43 44>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31733-6030;20130101;insucesso;1;;1;1;20;2;;1;;;1;1;1;;1;1;;;;;6;1;4;;;;;;;;;;;;;1;1;;;;;;2;;;;1;;;;;;;;;1;;1;;;;4;1;;1;1;1;1;1;;;;;;8;1;;;4;1;1;1;1;1;1;;;;;;;1;1;;;;;18;2;;;2;;;7;;1;2;2;2;2;2;1;1;1;1;1;;;;;2;;;2;;2;;1;;;2;1;;;;;2;1;;1;1;;;;;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;144
31735-4434;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;2;;;;;;;;;;1;2;;;;;;;;;;1;;;4;;;;;;;;;;;;;;;;;;;;;;1;35;;2;;;;;7;;;1;;;;;;;2;;;;;;;5;;;;;;;;;;6;;;;;;5;;;3;;;;;;;;1;;;;;;;;;;;;3;2;;;;;4;;1;;;;;97
31743-5061;20120201;insucesso;;;;;48;3;;3;3;2;1;;2;;;;;;;2;20;1;8;5;2;1;1;4;3;3;;;1;;;1;1;;;;;;7;;;;3;2;;1;1;;;;;2;2;1;;;;12;2;1;;;;4;2;;;;;;15;2;;;11;2;;;;4;2;;;3;;;1;6;1;4;4;;;58;2;3;;2;;2;17;;;8;3;2;1;1;1;1;3;3;1;1;;;;16;3;1;11;1;7;;4;2;1;17;1;1;;;;8;;;5;;3;;2;1;1;1;;;;;1;;;1;;;;;;;;;;;1;1;;;;;;409
31743-6030;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;3;;;;;;2;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;25
31746-4434;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;13;;;;;;;;1;;;;;;;;1;;3;5;;;;;;;;;;2;;;6;;;;2;;;;;;;;;;1;;;;;;;;;29;;1;;1;;;7;;;3;1;;;;;;;;;;;;2;4;;;1;;;;;;;9;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;6;;;;2;;1;;;;;109
31747-5061;20120201;insucesso;2;1;1;1;42;6;;3;4;1;4;1;1;;;;;;;;13;1;6;4;;;;1;;;4;;1;1;1;;;;;;;;11;1;1;1;5;3;1;;;1;1;1;1;4;2;1;;;;4;;;;;;;;1;;;;;7;;;;3;;;;;;;2;2;;1;;;;;;;;;40;;2;;1;;;17;1;;7;1;1;1;1;1;1;1;1;1;1;;;;3;1;;2;;1;;1;1;;3;1;;;1;;1;;;1;;1;;;;;;2;1;1;1;6;;1;;;;;;1;1;;;;;1;;1;1;;;;265
31747-5799;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;6;;;;;;;1;;;;;;;;;;;;;;1;;1;1;;;1;;1;;;;;4;;;;;;1;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;27
31755-4917;20120201;insucesso;1;;1;1;18;;;;2;;;;6;;4;;2;1;;;1;;;;;;1;2;2;1;1;;;;;;;;;;;;6;1;1;1;1;;;;;;;;;;;;;;;14;2;;7;3;1;2;1;;;;;;11;;;;7;;3;2;;1;1;2;1;;1;;;;;;;;;7;;1;;2;;2;3;1;2;;;;;;;;1;1;;;;;;4;;1;3;;2;1;1;1;;5;2;1;;2;2;3;2;1;1;1;1;1;;;2;;1;;;1;5;1;;;;;;;2;2;;;;;2;;2;2;;;;188
31755-7114;20130202;insucesso;;;;;12;;;;1;;;;;;;;;;;;4;;3;2;1;;;;;;;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;4;;;3;1;;;;1;1;1;1;1;;;;;3;;;2;;2;;;;;5;1;1;1;;;4;1;1;;;;;;;;;;;;;1;;;;;;;;;;12;3;3;1;3;1;;;;;;92
31759-4917;20120201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;;;2;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;8;;;;1;;;;;;;;;;;;;;;;;1;3;8;;;;;;;;;;;;;;;;;;;;;;;1;4;;;1;;;;;;;11;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;1;1;4;;;;1;;;;;;;59
31760-4434;20120102;insucesso;;;;;27;;;;4;;;;1;;1;;1;;;;5;;2;;;;;1;;;;;;;;1;1;;;;;;5;;;;;;;1;1;;;;;3;2;1;;;;6;1;;2;1;;;;2;;;;;7;;;;3;;2;1;;;;;;;;;2;1;;1;;;;19;;1;;3;;1;7;;1;3;1;1;1;1;;;3;2;;;;1;;5;1;1;2;;;;;;;4;;;;;;;;;;;;;;;1;1;;;;;2;;;2;;;;;;;7;2;;;1;;;;1;1;1;163
31783-4433;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;7;;;;;;;;;;;;;;;;2;;2;20;;;2;1;;3;1;1;;5;1;1;21;;;;6;;2;;;;;1;;;1;;;1;;;;1;4;26;;1;1;1;;;5;;;2;1;;;;;;;;;;1;;1;9;;;4;;;;;;;14;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;2;2;7;2;;;6;;1;;;;;181
31787-4434;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;4;8;;;;;;;;3;;;;;;;;1;;3;9;;;2;;;1;;4;;4;2;2;12;;;;3;;;;;;;;;;2;;;;;;;;;29;;;2;5;;;10;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;1;;;;;2;;1;;;;;120
31801-4603;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4;;;;1;2;;;;;;;;;;;;;;;;1;1;;11;;;2;;;1;1;;;1;1;;14;;;;6;;1;;;;;;;;;;;;;;;;;10;;;1;1;;;4;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;3;;1;;;;;74
31805-5489;20120202;insucesso;;;;;28;;;;1;;;;;;;;;;;1;7;;2;1;;;;;;;;10;1;;;1;1;;;;;;2;;;;1;;;;1;;;;5;;;;;;;4;;;;;;;;;2;;;;3;1;;;1;;;;;;;;;;;;1;1;;1;;;;28;;1;;;;;5;1;;1;;;;;1;;1;;;;;;;4;;;3;;1;;;;;3;;;;;;1;;;;;;;;;1;;;;;;12;;4;;1;10;10;9;;;24;7;4;;3;;;;1;;;212
31805-6030;20130101;insucesso;1;1;;;37;2;;1;2;;1;;2;;1;1;;;;;11;1;3;1;;;;1;1;;;5;2;1;1;1;1;3;3;;;;3;;;;;;;;2;1;1;1;7;3;;1;;;;15;1;;1;1;;;;;1;;;;14;;;;6;1;;;;;;2;;;1;;3;1;;1;1;;;35;1;;;1;;1;8;;;3;2;1;;;2;1;4;3;1;1;;;;7;;1;4;1;1;;1;1;;6;3;2;;;;1;1;1;1;1;1;1;;;;;1;1;1;;12;;5;;1;7;6;2;3;2;;;;;4;1;2;2;;1;1;302
31805-6895;20130201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;3;;;;;;1;;;;;;;;;;;;1;3;;;;;;;;;;1;1;1;5;;;;3;;;;;;;;;;1;;;;;;;;;8;;;1;1;;;3;;;;;;;;;;;;;;;;;1;;;1;;;;;;;2;;;;;;;;;;;;;;;;;1;;;;1;;;;;6;;;;;;;;;;;;;;;;47
31806-5490;20120202;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;1;;;3;;;1;;;;;;;3;;2;8;;;;;;;;;;;;;;3;;;;;;;2;2;20;;;;1;;;10;;;6;6;;;;;;4;;;;2;;1;5;;;2;;1;;;;;3;;;;;;2;;;2;;;;;;;;;;;;1;;;;;4;;;4;2;;;;;2;;1;;;;;107
31810-4435;20120102;insucesso;1;;;;12;;;;2;;;;1;;;;;;;;3;;;;;;;;;;;;1;1;1;1;1;;;;;;4;;;;1;;1;1;;;;;;1;;1;;;;3;1;;2;;;;;;;;;;6;1;;1;3;1;2;;;;;;;1;;;;1;;1;;;;20;;;;;;;1;;;1;;;;;;;2;1;;;;;;2;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;2;1;;;;;1;;1;1;;1;;95
31810-4917;20120201;insucesso;1;1;;;8;1;;;;;;;;;;;;;;;3;;1;1;1;;;;;;;;;;;;;;;;;;4;;;;1;1;;;;1;1;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;39
31810-6400;20130102;insucesso;;;;;10;;;;;;;;2;;2;;;;;;2;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;1;4;3;1;1;;1;;;;;6;2;;1;5;;2;1;;;;;;;;;;;;;;;;12;;;;;;;4;;;2;;;;;;;;;;;;;;3;1;;2;;1;;1;1;;5;1;;;;;4;1;;4;1;3;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;104
31816-5384;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;20;;;;;;4;;1;;;;;;;;4;4;2;31;;;12;5;;7;6;3;;5;1;2;31;;;;18;;3;;;;;1;;;2;;;;;;;3;5;16;;1;1;2;;;5;;;3;3;;;;;;1;;;;2;;2;7;;;3;;;;;;;9;;;;;;1;;;;;;;;;;;1;;;;12;;;;;14;;;18;6;;;;;12;;7;;;;;300
31826-4603;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;8;;;;;;1;;;;;;;;;;1;;1;3;;;;;;;;;;3;;;6;;;;;;;;;;;;;;;;;;;;;1;;17;;2;;1;;;3;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;;7;;;;;;;;;;;;;;;;65
31830-4435;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;12;;;;;;;;1;;;;;;;;5;1;8;12;;;4;1;;1;1;2;;3;1;;13;;;;2;;1;;;;;;;;1;;;;;;;2;5;44;;2;3;2;;;6;;;2;1;;;;;;1;;;;1;;2;6;;;4;;1;;;;;26;;;;;;11;;;3;;;;;;;;2;;;;;;;;;;;;4;2;3;;;;5;;1;;;;;216
31831-7297;20130202;insucesso;;;;;4;;;;;;;;;;;;;;;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15
31836-6401;20130102;insucesso;2;1;1;1;46;1;;;6;2;1;;4;;3;1;1;;;;20;;6;3;3;1;1;2;2;1;;3;1;;;2;2;;;;;;17;1;1;1;2;1;1;4;1;1;1;1;1;6;3;4;;;;13;2;;4;2;2;2;1;2;1;;;;13;2;;1;9;1;3;1;1;1;;1;1;1;1;1;;2;1;;;;;50;2;4;;2;;1;17;;2;6;6;2;2;2;2;2;5;4;1;;;;;8;1;;7;1;2;;1;;;22;3;1;;1;1;9;2;1;3;1;2;1;1;;1;;2;1;1;1;9;2;1;;;4;4;1;;;3;2;2;2;1;;;;;;;447
31853-4603;20120102;insucesso;1;1;;;28;1;;;2;;1;;3;1;1;;;;;;10;;3;1;;;1;2;2;2;;;;;;;;1;1;;;;3;;;;;;;;;1;1;1;2;1;1;;;;;4;;;;;;2;2;1;;;;;8;1;;;3;;;;;;;;;1;1;;2;3;2;;;;;31;2;;;;;;7;;;2;;;;;;;2;2;2;1;;1;;6;;;5;;5;1;3;2;1;5;3;1;1;1;1;5;3;1;3;2;2;2;1;;3;3;1;1;1;;5;1;;1;;;;;1;1;;;;;1;;1;1;;;;227
31858-4434;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;;;;;;1;;;;;;;1;;;;;1;10;;;2;1;;;;2;;;;;7;;;;4;;1;;;;;;;;;;;;;;;2;1;36;;1;;1;;;7;;;3;;;;;;;1;;;;2;;3;17;;;11;;1;;;;;34;;;;;;5;;;1;;;;;;;;3;;;;1;;;;;2;;;;;;;;;;;;;;;;172
31872-4603;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;10;;;;;;1;;3;;;;;1;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;1;2;29;;;;1;;;5;;;2;;;;;;;1;;;;1;;;1;;;1;;;;;;;5;;;;;;;;;;;;;;;;;1;;;;4;;;;;5;;;;;;;;;;;;;;;;81
31888-4433;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;3;;;;;;;;;;;;;;;;1;;3;12;;;;;;3;;1;;4;2;1;14;;;;6;;;;;;;;;;2;;;2;;;;;;13;;;2;1;;;6;;;3;3;;;;;;1;;;;;;;5;;;3;;1;;;;;6;;;;;;1;;;;;;;;;;;1;;;;10;;;;;1;;;;;8;1;;;2;;;;;;;125
31952-5490;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;;;;;;;;2;;;;;;;;;;3;5;;;;;;3;2;1;;4;2;3;6;;;;3;;;;;;;1;;;3;;;2;;;;;;15;;2;2;3;;;7;;;4;2;;;;;;1;;;;;;;3;;;1;;1;;;;;1;;;;;;1;;;1;;;;;;;;2;;;;17;;;;;;;;1;1;8;4;;;3;;;;;;;130
31986-4435;20120102;insucesso;;;;;20;1;1;1;1;1;;;4;2;2;;;;;;7;;3;1;1;1;1;1;1;1;;;1;;;;;;;;;;2;;;;1;1;;;;;;;1;;;;;;;3;;;1;;;1;;;;;;;8;4;3;3;2;;;;;1;;1;;;1;;2;;;;;;;25;;1;;3;1;;7;1;2;3;1;1;1;1;;;1;1;;;;;;1;;;1;1;1;;;;;1;1;;;1;1;1;;;;;;;;;;;;;;;5;;1;1;1;;;;1;1;2;;;;5;;1;1;1;1;;165
32015-4917;20120201;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;9;;;;;;;;;;;;;;;;2;;1;4;;;;;;;;;;1;;;13;;;;1;;;;;;;1;;;1;;;;;;;;;8;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;3;;1;;;;2;;1;;;;;63
32029-4434;20120102;insucesso;;;;;15;1;;1;;;;;;;;;;;;;5;;2;;;;;1;1;;;;1;;;;;;;;;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;1;;;;;6;1;;2;1;;;;;;;;;;;;;2;;;2;;1;;;;;4;;;;;;2;;;;;;;;;;;;;;;3;1;;;2;;;;;;14;;;;1;;;;;;;93
32030-5061;20120201;insucesso;4;1;3;3;146;10;1;1;10;;2;1;18;3;4;1;1;;1;1;46;2;22;7;2;2;1;3;3;1;1;3;6;2;2;3;3;1;1;;;;23;2;2;2;4;1;4;;3;1;1;1;4;4;1;2;;;;35;5;2;12;7;2;6;4;5;1;;;;52;6;1;3;29;2;7;4;2;4;2;6;2;3;5;2;6;8;1;8;5;;;138;3;4;;11;1;7;55;2;6;23;12;7;4;2;3;3;10;9;6;3;;4;;23;2;3;18;;10;4;7;5;3;25;8;4;3;1;1;11;8;4;7;4;5;3;3;2;3;2;4;1;1;3;10;1;4;3;4;6;1;4;3;3;5;2;1;1;14;5;3;3;1;3;3;1185
32030-6400;20130102;insucesso;3;;3;2;71;5;;1;10;2;5;1;9;1;5;2;1;1;1;1;22;2;5;2;;;1;1;1;;2;;1;;;;;;;;;;22;2;2;2;8;;5;5;;;;;3;10;4;5;;;;15;5;2;3;2;1;6;3;;3;;;;21;7;1;2;14;4;3;2;1;5;2;1;1;1;1;;2;4;2;;;;;47;1;2;;5;;5;12;;3;7;4;2;1;;1;;4;2;2;1;;2;;10;2;1;5;2;4;1;1;1;;9;4;2;;;;6;1;1;2;;2;;1;1;3;2;3;1;;2;9;3;3;1;;2;1;;1;1;21;13;5;2;6;2;1;1;2;1;;586
32030-7297;20130202;insucesso;1;;1;;41;5;;1;6;4;;;7;2;4;1;;1;;;13;;5;;;;;;;;;;1;1;1;;;;;;;;8;1;1;;4;2;;;;;;;;;;;;;;8;2;;;;;1;1;;1;;;;13;4;;2;7;1;;;;1;1;;;;;;;;;;;;;22;;;;2;1;;11;;2;2;1;1;;;2;1;3;2;;;;;;4;1;;3;;;;;;;7;;;;;;1;;;;;;;;;;;1;;;;1;;;1;;;;;1;1;;;;;1;;1;1;;;;227
32035-5384;20120202;insucesso;1;;1;1;26;2;;;4;;2;;8;;4;;;2;3;;7;;1;;;;;;;;;;;;;1;1;;;;;;6;1;1;1;;;2;;3;;;;;2;;;;;;14;1;;7;6;3;2;2;;;;;;15;;;;10;;5;4;3;2;2;3;1;1;3;2;;2;1;1;1;;;27;2;2;;1;;1;11;;1;3;2;1;1;;1;;2;1;1;;;;;4;;1;3;;3;1;;;;6;2;1;;;;5;2;1;;;;;;;;;1;;;1;;;;;;1;;1;;;;;;;1;;;;;;;262
32035-5799;20130101;insucesso;1;;1;1;35;;;;4;;;;5;;2;;1;1;1;;17;;9;5;5;2;2;2;1;1;;;;;;1;1;;;;;;7;;;;;;1;;3;;;;;2;;1;;;;16;;;5;1;;1;;1;;;;;14;1;;1;6;;3;;;1;;3;1;;1;;3;;;;;;;31;1;2;;6;;2;18;1;6;10;9;6;3;1;2;2;7;6;6;6;;;;13;2;;10;;10;;8;8;4;13;5;3;1;1;;13;5;3;10;5;9;5;4;3;1;;1;;;1;6;1;;;1;;;;;;;;;;1;;;;;;;442
32035-7114;20130202;insucesso;;;;;6;;;;;;;;1;;1;;1;;;;2;;1;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;1;;;;;;;;;;;4;;;2;;;;;;;;;;4;1;;;3;;2;;;;;;;;;;;;;;;;;15;;;;;;;7;;;2;;;;;;;1;1;1;;;1;;3;;;3;;1;;;;;12;;;;;;3;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;84
32045-4434;20120102;insucesso;2;1;1;;109;9;;1;7;3;3;1;14;1;9;2;3;1;1;3;34;2;12;6;2;2;1;1;;;6;9;1;1;1;1;1;;;;;;14;1;1;;6;1;3;1;1;1;1;1;;4;3;1;;;;24;4;;8;4;;3;1;1;;;;;26;7;1;3;16;2;6;4;;2;1;3;1;;3;2;1;6;3;3;1;;;63;3;1;;7;4;3;23;;2;15;8;5;4;1;5;5;7;7;6;6;;4;;10;1;1;10;1;7;1;7;4;3;10;6;3;2;;;7;5;3;7;4;4;2;3;2;1;1;2;1;1;;22;10;;3;3;12;8;2;1;1;15;;;;7;3;1;1;2;5;3;813
32278-4434;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;15;;;;;;;;;;;;;;;;1;;;3;;;;;;;;;;2;;1;11;;;;;;;;;;;;;;1;;;;;;;;1;18;;1;1;;;;4;;;;;;;;;;2;;;;1;;;4;;;2;;;;;;;14;;;;;;3;;;1;;;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;95
32369-4603;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;5;;;;1;;;;;;;;;;;;;2;;;;;;31;;;;;;;3;;;1;1;;;;;;;;;;;;1;1;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;2;;;;;;;62
32377-4433;20120102;insucesso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;1;;;;;;;;;;1;;;;;;;;;4;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;1;1;;;;16
32380-4434;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;;1;1;4;28;;;;;;1;;4;;;;;;;;4;3;4;31;;;10;5;;2;1;4;;5;1;2;29;;;;12;;5;;;;;2;;;4;;;;;;;1;2;34;;2;1;3;;;11;;;6;2;;;;;;3;;;;2;;3;11;;;6;;1;;;;;14;;;;;;6;;;3;;;;;;;;4;;;;11;;;;;;;;3;2;6;;;;6;;2;;;;;315
32879-5489;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;3;8;;;;;;1;;1;;;;;;;;5;3;2;13;;;4;2;;2;2;2;;2;1;;15;;;;5;;2;;;;;1;;;2;;;;;;;;;17;;1;1;2;;;6;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;;;;;;;1;;;;3;;;;;;;118
32892-5490;20120202;insucesso;1;1;;;46;;;;5;1;1;;5;;4;;3;;;;10;1;6;2;2;2;;;;;;1;2;;;;;2;2;;;;14;;;;2;2;;;1;;;;;2;;;;;;28;6;1;14;6;4;;;;1;;;;19;2;;2;13;;8;2;2;;;1;1;;2;1;1;;;;;;;29;;2;;6;1;4;14;2;4;5;3;3;2;2;;;1;1;;;;;;5;;1;4;;3;;2;2;1;4;1;;;;;3;1;;2;1;2;1;1;1;1;1;1;1;1;;4;;;1;1;3;2;2;;;;;;;2;;;;;;;366
32895-6030;20130101;insucesso;2;1;1;1;92;3;1;1;5;;1;1;8;;5;;1;;;;31;1;6;;;;2;6;4;2;;;4;2;1;1;1;;;;;;15;;;;;;;;5;1;1;1;;3;;2;;;;36;3;2;15;8;3;3;1;1;1;;;;31;3;1;;20;1;5;2;1;1;;1;1;;5;2;;;;;;;;87;2;3;;6;1;4;24;2;2;6;1;;;;3;;10;3;2;2;;;;27;2;2;17;;11;;7;5;2;41;3;1;;2;1;26;3;1;11;3;8;2;4;2;3;1;2;1;1;1;1;;;1;;;;;7;6;3;;;;9;1;5;4;;;;744
32895-6590;20130201;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;5;25;;;;;;3;;3;;;;;4;;;5;3;4;25;;;9;4;;6;4;2;;4;;1;23;;;;7;;;;;;;3;;;1;;;;;;;1;1;37;;;2;2;;;9;;;4;2;;;;;;1;;;;1;;;5;;;2;;;;;;;4;;;;;;1;;;;;;;;;;;2;;;;16;;;;;2;;;3;2;12;3;;;8;;3;;;;;268
33161-5061;20120201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;5;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;;;;;;;;;;;1;;;;;;;19
33168-4434;20120102;insucesso;1;;1;1;16;1;;1;;;;;5;;4;;1;;;;6;;2;;;;1;1;1;;;;1;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;;;;10;1;;6;4;1;1;1;2;;;;;7;;;;5;;3;2;1;;;;;;;;1;;;;;;;9;;;;;;;4;;;;;;;;1;1;2;1;1;1;;1;;3;;;2;1;1;;1;;;5;2;;;1;1;3;2;;2;1;1;;1;1;;;1;;;1;1;;;;;1;;1;;;6;;;;1;;;;1;;;155
33169-6402;20130102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;2;;1;;;;;;;;;;1;2;;;;;;;;;;4;1;2;9;;;;1;;;;;;;;;;3;;;;;;;1;7;27;;1;1;1;;;7;;;3;1;;;;;;2;;;;6;;3;9;;;5;;2;;;;;13;;;;;;9;;;4;;;;;;;;2;;;;3;;;;;;;;;;1;;;;;;;;;;;142
33457-5490;20120202;insucesso;1;;1;1;44;5;;1;3;;3;2;12;1;4;;2;;1;;12;1;3;1;1;;;1;1;;;1;1;;;1;1;1;1;;;;7;1;1;1;1;;1;;1;;;;2;4;;3;;;;21;4;1;12;3;2;1;;1;;;;;29;2;;1;12;1;6;1;;;;3;;1;5;2;4;2;1;2;;;;44;;;;5;;3;15;;1;6;2;;;;3;2;4;3;1;;;1;;10;1;1;7;;4;1;1;1;;13;3;;;1;1;7;3;;1;1;1;;;;1;1;1;;;1;9;2;1;1;2;2;2;2;4;3;;;;;5;;2;2;;;;434
