IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2 30>;2 31>;2 41>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30 31>;30 31>30>;30 41>;30>;30>14>;30>14>41>;30>30>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31 41>;31 41>30>;31 41>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41 43>;41 44>;41>;41>14>;41>2>;41>30>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>44>;42>;43 44>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
26940-4435;20120102;insucesso;7;;6;5;141;14;1;4;25;9;6;2;10;1;5;1;1;2;3;1;45;;21;8;4;3;1;5;4;4;2;;5;;;2;1;1;1;;;;45;6;6;5;16;1;2;3;2;1;1;;;13;5;4;;;;18;6;1;4;1;;5;1;1;;;;;29;7;1;3;13;3;4;1;;3;1;8;3;1;8;3;1;2;2;;;;;127;2;5;;4;1;2;48;3;4;17;6;5;4;2;3;2;6;5;2;1;;1;;20;;3;16;1;8;4;4;3;1;25;9;3;1;4;3;12;8;2;7;4;5;3;1;1;2;;7;1;;5;5;2;;1;;;;;1;1;18;12;8;6;10;1;1;1;;1;1;1073
26940-4917;20120201;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;1;25;;;;;;;2;;;;;;;;;;;;;;;;2;7;;;6;;2;;;;;21;;;;;;7;;;;;;;;;;;2;;;;1;;;;;;;;1;;;;;;1;;1;;;;;93
27002-5489;20120202;insucesso;2;1;1;1;11;2;;1;4;;;;;;;;;;;;4;;2;;;;;;;;;;;;;;;;;;;;7;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;1;1;;;;;;;;8;;1;;2;1;;5;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;69
27129-7297;20130202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2;1;;;;;1;;1;;;;;27
27350-6401;20130102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;5;;;;;;;;;;;;;;;;;;4;11;;;1;;;;;3;;;;;6;;;;2;;1;;;;;;;;;;;1;;;;2;3;40;;1;;;;;11;;;4;;;;;;;;;;;;;1;6;;;2;;;;;;;17;;;;;;5;;;3;;;;;;;;;;;;1;;;;;;;;2;;;;;;1;;;;;;;134
27352-6401;20130102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;1;;;;;;;;;;;;;;;;1;;2;9;;;;;;1;;;;1;;;4;;;;2;;;;;;;1;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;9;;;;;4;;;;;8;1;;;1;;;;;;;53
27403-4435;20120102;insucesso;6;3;3;2;98;3;;;13;;2;;16;;5;;;1;5;;21;2;7;2;1;;;5;4;;1;;2;1;1;1;1;2;2;;;;25;2;2;2;4;;3;;3;2;2;2;;2;1;;;;;15;1;;4;2;1;1;;2;;;;;29;;;;11;;3;1;1;1;;5;2;;6;2;1;;;;;;;57;1;2;;4;;1;18;1;;4;1;;;;1;;3;1;;;;;;14;;2;11;1;4;;3;3;1;25;8;3;2;1;1;10;3;1;6;3;6;3;2;1;1;;6;3;3;2;4;;;1;2;;;;6;5;12;8;6;;10;;4;4;3;;;636
27455-4434;20120102;insucesso;;;;;63;3;;;4;1;;;5;;2;;1;;1;;16;1;4;1;;;2;4;4;3;;1;2;;;4;4;;;;;;7;;;;2;;;2;1;;;;1;3;1;1;;;;5;1;;2;1;1;;;1;;;;;18;7;2;1;5;1;2;1;1;;;3;1;;1;1;1;;;;;;;42;2;1;;4;1;1;13;;1;3;;;;;2;1;4;4;;;;2;;16;1;;14;2;6;1;6;1;;17;9;4;1;2;2;8;5;4;6;4;1;1;;;4;4;;;;;9;2;;;;4;1;2;;;28;16;9;5;4;;;;3;2;2;487
27455-5061;20120201;insucesso;;;;;15;;;;1;1;;;4;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;2;1;;1;;;;;;;;;;5;1;;;2;;1;;;;;2;1;;;;;;;;;;;11;;;;;;;6;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;7;2;2;4;1;;;1;1;1;95
27455-6030;20130101;insucesso;;;;;4;;;;1;;;;1;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;6;1;;2;2;1;;;;;;;;3;1;;;2;1;1;1;1;;;;;;;;;;;;;;;2;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39
27455-7297;20130202;insucesso;3;1;2;2;47;1;;;5;;;;2;;1;;;;;;14;1;4;2;;;1;4;4;2;;;1;;;1;1;;;;;;11;2;2;2;2;;1;1;2;1;1;1;;1;;1;;;;7;2;2;1;1;1;;;;;;;;10;1;;1;6;1;1;1;1;;;1;;;1;;;;;;;;;28;;2;;3;;2;6;1;1;2;;;;;;;3;3;1;1;;;;10;;;10;1;3;;2;1;;20;2;1;;1;1;6;2;1;3;1;1;1;;;;;3;1;1;2;;;;;;;;;;;11;3;1;;4;;;;1;1;1;314
27482-4435;20120102;insucesso;1;;1;1;35;6;;;2;1;1;;3;;1;;;;1;;9;;;;;;;2;2;;1;;1;;;;;;;;;;8;1;1;1;2;;1;;;;;;;1;;;;;;6;;;4;3;2;1;1;;;;;;10;;;;6;;4;3;2;1;;3;2;;2;1;;;;;;;;28;;;;2;;1;4;;1;1;;;;;2;2;2;2;;;;;;7;;;7;;1;;1;1;;18;1;;;;;4;1;;2;;2;;1;1;;;1;;;1;6;4;;;;;;;2;2;4;;;;5;;2;2;1;;;256
27482-4917;20120201;insucesso;;;;;18;2;;1;2;;;;5;;3;1;1;;1;;8;1;3;2;1;1;1;;;;;;1;1;1;1;1;;;;;;2;;;;;;1;;1;;;;;;;;;;;8;2;1;3;1;;1;;;;;;;8;1;;1;8;2;3;1;;;;1;1;;1;;;;;;;;;17;;;;3;1;2;4;;;2;1;1;;;2;;4;1;;;;;;6;6;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;1;1;;;;;1;;1;1;;;;166
27482-5799;20130101;insucesso;1;;1;1;10;5;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;1;;;1;;;1;;1;;;;;3;;;;1;;1;;;;;1;1;;;;;;;;;;;5;;;;1;;;2;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;;;;;;;;;;;3;1;1;1;2;;;;2;1;1;61
27482-6590;20130201;insucesso;;;;;4;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;;1;;;;6;;1;;;;;1;1;;;;;;;;;;;;;;;;2;;;2;;;;;;;7;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;1;1;1;39
27512-4435;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;2;12;;;;;;;;2;;;;;;;;;;;4;;;1;1;;;;;;2;;;8;;;;2;;;;;;;1;;;1;;;3;;;;1;5;21;;2;;1;;;6;;;;;;;;;;1;;;;2;;3;8;;;2;;;;;;;11;;;;;;3;;;1;;;;;;;;3;;;;2;;;;;2;;;3;1;2;1;;;1;;1;;;;;128
27553-4434;20120102;insucesso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;6
27586-4435;20120102;SUCESSO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;3;4;35;;;;;;7;;;;;;;8;;;1;1;;1;;;1;;;;;;;2;1;;10;;;;1;;1;;;;;1;;;1;;;;;;;2;1;26;;2;1;1;;;1;;;;;;;;;;;;;;;;;3;;;1;;;;;;;8;;;;;;1;;;;;;;;;;;4;;;;3;;;;;;;;;;;;;;;;;;;;;138
27587-4917;20120201;insucesso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;5;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8
27616-4435;20120102;SUCESSO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;2;17;;;;;;2;;1;;;;;11;;;5;;4;17;;;3;;;3;2;;;2;1;1;15;;;;3;;;;;;;;;;2;;;;;;;;3;40;;;2;3;;;7;;;3;1;;;;;;3;;;;1;;1;5;;;3;;1;;;;;9;;;;;;3;;;3;;;;;;;;4;;;;7;;;;;;;;1;1;;;;;1;;1;;;;;201
27630-6895;20130201;insucesso;1;;1;;14;;;;;;2;2;2;;;;;;;;5;;2;1;;;;1;1;1;;;;;;;;;;;;;8;1;1;;;;1;;1;;;;;4;;4;;;;1;;;;;;;;;;;;;4;1;1;;1;;;;;;;;;;2;;;;;;;;;13;;;;1;1;;3;;1;2;;;;;;;;;;;;;;2;;;2;1;2;;2;2;1;6;1;;;1;1;2;1;;2;1;2;1;1;1;1;1;1;;;;;;;;;;;;;;2;;;;3;;;;;1;1;126
27706-4435;20120102;SUCESSO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;8;23;;;;;;2;;2;;;;;;;;2;;;13;;;2;1;;2;;1;;2;;1;13;;;;4;;1;;;;;3;;;2;;;;;;;1;;39;;3;;2;;;9;;;3;2;;;;;;4;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;15;;;;;;;;1;;;;;;4;;;;;;;181
27738-4433;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;19;;;;;;2;;;;;;;;;;;;2;6;;;1;1;;1;1;;;;;;13;;;;3;;1;;;;;1;;;;;;1;;;;1;2;34;;3;;2;;;9;;;;;;;;;;;;;;;;;2;;;;;;;;;;5;;;;;;1;;;1;;;;;;;;3;;;;4;;;;;;;;3;;6;1;;;4;;;;;;;139
27747-5061;20120201;insucesso;3;3;;;78;4;;;8;2;1;1;23;1;17;;6;2;1;;18;1;3;1;1;1;1;5;5;4;;;5;2;2;2;2;3;3;;;;15;;;;3;1;1;;4;2;2;2;;2;;2;;;;31;1;1;13;7;4;5;3;2;1;;;;35;4;2;;24;;11;5;3;4;3;1;1;;3;1;1;5;4;1;1;;;56;1;2;;6;1;;12;1;3;3;1;1;;;1;1;5;4;3;;;1;;17;2;1;15;4;12;3;4;3;2;19;8;2;1;4;3;14;5;2;5;1;4;1;3;1;4;3;3;3;3;;8;;;1;5;1;1;1;2;2;6;4;1;1;9;1;2;2;2;;;723
27760-4434;20120102;insucesso;;;;;11;;;;;;;;2;;;;;;;;3;;2;;;;;3;1;;;;;;;1;1;1;1;;;;3;;;;1;;;;;;;;;;;;;;;4;;;3;1;1;1;;;;;;;7;;;;1;;1;;;;;;;;1;;;;;;;;;9;;1;;1;;;4;1;1;1;;;;;;;;;;;;1;;3;1;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;77
27760-6030;20130101;insucesso;1;;1;1;10;1;;;2;;;;3;;2;;1;;;;;;;;;;;1;1;1;;;;;;;;;;;;;5;1;1;1;1;;1;;;;;;1;;;;;;;2;;;1;;;;;;;;;;5;;;;2;;1;;;;;;;;2;1;;;;;;;;13;;;;1;;;2;;;1;1;;;;;;;;;;;;;5;;;5;;1;1;1;1;1;11;1;;;1;1;1;1;;1;;1;;1;;;;1;;;1;1;1;1;;1;;;;1;;;;;;1;;1;;;;;111
27760-6895;20130201;insucesso;;;;;12;;;;1;;;;3;;1;;;;;;3;;2;;;;;;;;;;2;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;1;1;;;;1;;;;;5;;;;2;;1;1;;;;;;;;;;;;;;;;8;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;2;;1;1;;;;62
27764-4603;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;2;7;17;;;;;;1;;2;;;;;2;;;;;2;11;;;1;;;2;1;1;;5;1;;22;;;;6;;1;;;;;2;;;;;;2;;;;;;27;;3;1;2;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;7;;;3;;4;1;;;3;;1;;;;;155
27780-5799;20130101;insucesso;1;;1;1;24;;;;4;;;;4;;2;;;;;;3;;3;1;1;1;;;;;1;2;2;;;2;2;;;;;;9;;;;1;;2;;3;;;;;1;;1;;;;3;;;;;;;;;1;;;;9;;;;2;;;;;;;;;;;;2;;;;;;;12;;;;;;;6;;;2;1;1;1;1;2;2;3;2;1;;;;;7;1;;5;1;2;1;;;;9;3;2;2;;;4;2;1;;;;;;;2;1;1;;;1;5;1;;1;;2;2;1;1;1;4;2;1;1;5;;1;1;3;;;200
27780-7297;20130202;insucesso;;;;;2;;;;;;;;1;;;;;;;;1;;1;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17
27781-4434;20120102;insucesso;;;;;15;;;;;;1;1;1;;;;;;;;3;;1;1;1;;;;;;;;1;;;;;;;;;;2;;;;;;;;1;;;;1;3;1;2;;;;2;;;1;;;;;;1;;;;3;;;;2;;1;;;;;;;;;;1;1;1;;;;;14;;1;;;;;2;1;;1;1;;;;;;2;1;1;1;;;;3;;1;2;;1;;1;1;1;4;1;1;1;;;2;;;1;;1;;1;1;;;;;;;3;;1;;1;1;1;1;;;;;;;1;;;;;;;105
27820-4603;20120102;insucesso;1;1;;;36;1;;;3;;3;1;1;;;;;;;;10;;3;1;1;1;2;1;1;;;1;3;;;1;1;;;;;;10;;;;;;;;1;;;;;4;;2;;;;1;1;1;;;;;;;;;;;4;1;1;;;;;;;;;;;;;;1;;;;;;;21;1;1;;1;;;6;;;2;2;1;1;;;;2;2;2;2;;;;9;;;7;;6;;6;3;2;11;3;2;;;;7;3;2;7;3;5;3;3;1;;;1;1;1;;3;1;;1;;3;2;2;;;6;3;1;;4;1;;;;;;257
27820-5061;20120201;insucesso;4;2;2;2;54;1;;1;14;3;1;1;4;;2;;1;1;1;;10;;;;;;;1;1;1;;;1;;;3;3;;;;;;26;1;1;1;5;1;4;;2;1;1;1;;4;;3;;;;14;5;1;3;1;1;1;1;1;;;;;17;3;1;;9;3;3;1;1;1;1;2;1;;1;;1;;;;;;;38;;2;;3;;3;10;1;1;4;1;;;;1;1;3;3;;;;;;7;;;7;3;3;1;1;1;1;8;3;1;;1;1;3;1;;1;;1;;1;1;;;4;3;2;2;1;;;1;;;;;3;3;;;;;4;1;3;3;;2;1;388
27889-4434;20120102;insucesso;1;;1;1;24;1;;;2;;;;5;1;3;1;;;1;;6;;2;2;2;2;;1;1;;;2;1;1;1;1;1;;;;;;5;;;;2;1;;;;;;;;;;;;;;6;3;2;1;;;;;;;;;;10;3;;1;5;3;;;;;;1;1;;1;1;;;;;;;;21;;2;;1;;;5;;;3;3;2;1;1;;;1;1;;;;;;2;;;2;;1;;1;1;1;3;1;;;1;1;1;1;;1;1;1;1;1;;;;1;;;1;4;;;;1;3;3;1;4;2;;;;;3;;3;2;;1;1;202
27889-5061;20120201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;5;;;;3;;;;;;;;;;;;;;;;;1;;7;;;;;;;2;;;;;;;;;;;;;;1;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;;3;1;;;;;2;;1;;;;;44
27928-5384;20120202;insucesso;;;;;6;1;;;;;2;2;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;4;;;;;;;;;;;;;2;;2;;;;1;1;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;;2;1;;;;;1;;1;1;;1;1;43
27995-4435;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;7;;2;22;;;;;;1;;2;;;;;1;;;8;2;5;51;;;21;6;;3;1;2;;2;1;1;49;;;;19;;7;;;;;4;;;1;;;;;;;1;3;41;;1;2;1;;;13;;;7;;;;;;;4;;;;1;;;6;;;3;;1;;;;;7;;;;;;2;;;1;;;;;;;;2;;;;3;;;;;2;;;2;2;;;;;2;;;;;;;329
28043-4435;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;1;;;;;;;;;;;3;;;1;;;;;;;1;1;;4;;;;3;;1;;;;;;;;;;;;;;;;;2;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22
28062-7114;20130202;insucesso;1;;1;1;19;1;;;2;;;;4;;1;;;;1;;5;;;;;;;;;;;;;;;3;3;;;;;;2;1;1;1;;;;;;;;;;1;1;;;;;7;;;3;1;1;;;1;;;;;13;3;1;1;6;;2;1;1;;;1;1;;;;;;;;;;;21;;;;;;;4;;;;;;;;;;;;;;;;;3;;;3;;2;1;;;;6;1;1;;;;2;1;1;;;;;;;1;1;1;;;1;;;;;;;;;;;7;2;;;1;;;;1;;;153
28092-4434;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;1;;1;;;;;;;;1;1;1;2;;;1;;;;;1;;2;1;1;6;;;;2;;;;;;;;;;2;;;;;;;;;26;;1;1;1;;;6;;;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;2;2;6;;;;4;;1;;;;;93
28101-4434;20120102;insucesso;;;;;11;1;;;1;;;;;;;;;;;;1;1;;;;;;2;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;;;1;1;;;;;;;;1;;;;1;;1;1;;;1;;;;;;;;;;;;;;2;;;2;;;;;;;3;1;;;1;1;1;1;;1;1;1;1;1;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;51
28101-5384;20120202;insucesso;;;;;12;;;;2;;;;2;;1;;1;;;;3;;2;;;;1;;;;;;;;;2;2;;;;;;4;;;;;;3;;;;;;;;;;;;;2;;;2;2;2;;;1;;;;;3;2;1;;2;;2;2;2;;;;;;;;;;;;;;;13;1;1;;;;;7;;;1;;;;;1;1;2;2;1;1;;;;8;;;8;;5;;2;;;8;3;2;1;;;6;3;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141
28101-7297;20130202;insucesso;1;1;;;15;1;;1;1;;;;1;;;;;;;;7;1;2;;;;;1;1;;;;;;;1;1;;;;;;3;;;;1;;;;;1;1;1;;;;;;;;2;;;2;1;1;;;1;;;;;5;1;;;2;;2;1;1;;;;;;1;1;;;;;;;;14;;;;1;;1;3;;;1;;;;;;;1;1;1;1;;;;5;1;;4;;2;;1;;;7;3;2;1;1;1;5;3;2;1;1;;;;;;;2;1;1;;;;;;;;;;2;1;;;;;1;;1;1;;;;137
28146-4435;20120102;insucesso;;;;;17;1;;;1;;;;2;;1;;1;;1;;7;1;2;2;1;;;1;;;;;1;;;1;1;;;;;;3;;;;1;1;;;;;;;;;;;;;;6;1;;3;3;2;;;1;;;;;6;1;1;;4;;2;2;1;;;1;1;;1;;1;;;;;;;14;1;;;2;;1;4;;1;3;2;;;;;;;;;;;;;5;;;3;;3;;1;1;1;5;1;;;1;;4;1;;2;1;2;1;1;1;;;;;;;1;;;1;;1;;1;;;4;2;1;;1;;;;;;;157
28164-5799;20130101;insucesso;1;;1;1;43;2;1;1;9;3;;;8;1;5;;3;;2;;17;3;3;2;1;;;2;1;;;1;3;2;2;;;1;1;;;;18;;;;4;3;2;;1;;;;;;;;;;;25;3;1;12;8;6;1;1;5;;;;;23;3;1;2;17;1;9;5;3;1;1;3;3;;1;;;;;;;;;39;2;3;;7;1;4;10;1;3;5;3;1;1;1;1;;1;;;;;;;10;;1;7;;4;;2;2;1;17;3;1;;1;1;9;2;;5;2;3;1;2;2;;;1;;;1;;;;;;1;;1;8;8;3;;;;10;1;7;7;;;;490
28164-6590;20130201;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;;2;3;;14;;;;;;1;;;;;;;;;;4;3;5;24;;;9;4;;3;1;2;;2;;;27;;;;11;;5;;;;;2;;;2;;;;;;;;1;18;;;1;1;;;3;;;1;1;;;;;;1;;;;;;1;4;;;2;;;;;;;7;;;;;;2;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;176
28173-4433;20120102;insucesso;2;1;;;33;2;;;1;;;;4;;2;1;1;;;;11;;4;1;1;;;2;;;1;1;1;1;1;;;;;;;;9;;;;3;1;3;;1;2;2;1;;;;;;;;12;1;1;3;1;;;;1;1;;;;10;;;;8;1;3;1;;;;;;;1;;;;;;;;;31;2;1;;;;;9;1;;3;1;;;;;;;;;;;;;5;1;1;2;;2;;2;2;;7;;;;;;3;;;2;;2;;;;1;;2;2;1;;5;3;;1;;1;;;1;1;;;;;1;;1;1;;;;235
28198-5490;20120202;insucesso;1;;1;1;14;;;;3;;;;2;;1;;;;;;1;;1;;;;;;;;1;;3;;;1;1;;;;;;4;1;1;1;;;;;2;;;;;;;;;;;3;;;1;;;;;;;;;;5;1;1;;3;;1;;;;;1;;1;2;1;;2;1;1;;;;10;;;;1;;1;4;;;;;;;;;;;;;;;;;3;;;2;;1;;1;1;1;2;1;;;;;1;1;;1;1;1;1;1;1;;;1;;;1;1;1;;;;;;;;;26;9;7;3;5;1;;;2;;;157
28250-4917;20120201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;7;;;;;;;;1;;;;;;;;1;;2;8;;;2;;;;;;;2;;;12;;;;;;;;;;;1;;;;;;;;;;1;2;33;;;;1;;;11;;;6;3;;;;;;2;;;;1;;;4;;;1;;;;;;;3;;;;;;1;;;;;;;;;;;1;;;;4;;;;;3;;;;;;;;;1;;;;;;;117
28256-5061;20120201;insucesso;;;;;5;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;2;1;;;;;1;;;;3;;;;3;;2;;;;;;;;;;;1;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;1;;1;;;1;;1;1;;;;1;1;;;;;1;1;;;;;;;;1;1;;;;;6;;;1;5;1;;;1;1;;;;;1;;1;1;;;;57
28386-5061;20120201;insucesso;;;;;6;;;;;;;;;;;;;;;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;;;;;;1;;1;;;;;2;;;;2;;;;;1;;1;1;;;;1;1;;1;;;;6;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;1;1;;;;;1;;1;1;;;;39
28391-5489;20120202;insucesso;;;;;4;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;1;1;1;;;;;;;;2;;;;;;;;;;;;1;;;;;;;3;1;;1;1;;;;;;;;;2;;;;2;;1;1;;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;1;1;;;;;1;;1;1;;;;36
28835-4435;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;2;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;15;2;;;3;;;;;;;32
29016-5061;20120201;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;4;3;;7;;;;;;;;;;;;;;;;7;1;2;16;;;2;1;;4;3;1;;2;1;1;19;;;;6;;1;;;;;1;;;2;;;;;;;;;9;;1;1;1;;;3;;;1;1;;;;;;;;;;;;;3;;;2;;;;;;;4;;;;;;;;;;;;;;;;;1;;;;6;;;;;;;;5;1;7;2;;;6;;1;;;;;142
