IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
44060-6590;20130201;insucesso;1;;;;28;3;1;;1;5;;;;;1;;;;;;;;2;5;;;1;;;;2;1;;;2;2;1;;;;;;;10;;;;;;;1;;;1;1;;7;1;;1;7;;;;3;;1;1;;1;;;;;9;;;;1;;;;;;;1;;2;5;2;;1;;29;;;1;;8;;1;2;;;;;;;;2;2;1;;7;2;5;;3;;;;14;1;;1;6;1;;;;;;;;;1;1;;;7;;7;;2;;2;1;;2;;;;3;;1;;2;;;227
44065-6402;20130102;SUCESSO;3;2;1;1;96;3;;;;7;1;1;;;26;1;15;4;4;1;3;1;;38;1;;14;7;2;;3;2;1;;;7;5;5;;5;5;2;2;13;;;;5;;3;1;;2;2;2;2;1;;;;39;19;5;;8;7;3;1;1;4;3;;;2;56;5;1;1;33;11;7;3;1;4;3;6;2;4;4;7;;5;4;92;;3;11;7;29;;4;12;4;3;;;;;;3;3;;;9;1;8;5;2;2;2;;8;6;4;;2;1;1;2;1;2;;1;1;;3;2;2;1;9;;;;;;;11;11;7;;;;15;;11;11;1;3;;865
44090-6402;20130102;insucesso;3;1;1;1;92;7;1;;3;5;;2;;;28;1;19;;5;;;;2;28;;;14;7;3;;1;;;;1;4;1;;;2;2;3;;9;1;1;1;3;;1;2;1;1;2;2;1;;1;;1;30;5;;1;11;;2;2;;3;2;;1;;46;7;2;2;26;2;8;2;2;2;2;4;1;4;1;9;;8;4;64;1;1;5;1;31;;1;18;;10;3;2;1;5;5;6;5;5;3;11;1;8;;8;1;1;;9;3;2;;9;3;2;1;1;1;1;;2;2;3;2;1;1;6;;;;1;1;1;1;1;51;26;13;9;6;;1;1;;1;1;813
44109-6402;20130102;insucesso;;;;;27;1;;;1;;;;;;3;1;1;;;;;;;15;;;3;;;;;;;;;;;;3;1;1;;;;;;;;;;;;;;;;;;;;3;;;;1;;;;;1;;;;;9;5;;2;3;;1;;;1;;1;1;;;1;;1;1;22;;;3;;7;;1;;;;;;;;;1;1;;;2;;2;2;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;4;1;;;;4;4;150
44112-7114;20130202;insucesso;1;1;1;1;54;5;1;;2;7;2;3;1;;2;1;;;;;;;;14;;;4;;;;;;;3;;8;7;;;;;;;17;1;1;1;9;2;2;4;;3;1;1;1;1;1;;;1;;;;;;;;;;;;;1;4;2;1;1;1;;;;;;;2;;1;;2;1;1;1;29;3;3;;;7;;;;;;;;;;;;;;;1;;1;;1;;;;1;1;;;1;1;;;;;;;;;1;1;1;1;7;2;1;;;;;10;9;2;;;;12;2;9;8;;;;297
44113-6402;20130102;insucesso;;;;;3;;;;;;;;;;2;;1;;;;;;;1;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;3;1;;1;1;;;;;1;;;;;3;1;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;27
44118-6402;20130102;insucesso;1;;1;;13;;;;;4;;1;;;1;;;;;;;1;;5;;;1;;;;;;;;;;;;;;;;;9;;;;1;;;1;;4;;;;;;;;1;;;;;;;;;;;;;;1;;;;1;;;;;;;1;1;;;;;;;11;;5;;;3;2;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;74
44127-6402;20130102;insucesso;;;;;19;2;;;1;;;;2;1;3;;3;;;;;;;7;;;3;1;;;2;1;;1;;;;;;;;;;1;;;;;;;;;;;;;;2;;1;6;3;;2;3;;2;;;;;;2;1;7;2;1;1;5;;2;1;;;;;;1;1;;;;;25;;;1;;11;;;3;;1;;;;1;1;2;2;2;;8;1;5;1;3;1;1;1;24;5;2;;9;3;2;5;2;5;2;4;;;;;;;3;;;1;1;;;;;;;;;1;1;;;;;;230
44153-6895;20130201;insucesso;2;1;1;1;22;2;;;1;2;;;;;;;;;;;;;;11;;;8;4;2;1;1;1;1;;;1;;;;;;;;5;1;1;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;2;1;;;;;38;;;3;;21;;3;12;;6;4;4;2;3;2;4;3;2;;5;;5;1;4;3;3;3;5;2;2;;4;1;1;3;;3;;3;;;2;1;1;1;4;;1;;;;;;;6;3;2;;3;;;;;;;257
44169-6895;20130201;insucesso;2;1;1;1;58;3;1;;1;3;;1;10;5;2;;;;;;;;;17;;;7;3;2;;;;;;2;1;;;;;;;;13;;;;2;;1;2;1;;1;1;1;;13;1;5;5;1;;;;;;;;;;;;;11;1;;;3;;;;;;;;;1;1;3;1;;;45;;3;;;14;;;3;;2;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;2;1;1;1;4;2;;2;6;2;3;1;1;16;4;1;;9;1;1;1;;2;;325
44172-6895;20130201;SUCESSO;2;1;1;1;29;;;;;1;;;1;1;3;;2;;;;;;;10;;;4;1;;;;;;;;;;;;1;1;;;6;1;1;1;;;;;;3;1;1;1;;1;;1;8;;;;1;;;;;1;1;;2;;13;;;;5;;1;;;1;1;3;;4;2;;;;;41;;1;4;1;13;;2;3;1;2;2;1;1;;;;;;;5;;3;;2;2;1;;3;;;;2;;;2;;1;;1;;;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;220
44176-7114;20130202;insucesso;2;;2;2;38;1;;;;1;;;;;4;;2;;;;;1;;13;;;4;2;1;;3;2;2;;;;;;;;;;;11;2;2;2;3;;;1;;2;;;;;;;;2;;;;;;;;;;;;1;;8;;;;2;;;;;;;2;;2;;;;;;49;;4;2;;22;4;1;12;;5;3;2;1;1;;2;1;1;;16;3;11;1;6;3;2;2;16;6;3;2;10;6;3;4;2;2;2;2;1;1;2;;;2;;;;;;;;2;2;6;1;;;3;;2;2;1;;;357
44195-6402;20130102;SUCESSO;2;;2;2;38;3;;;;1;;;;;3;;2;;1;1;1;;;9;;;4;2;;;1;1;;;1;1;;;;1;1;;;7;2;2;2;1;;;1;;1;;;;;1;;;10;;;;6;;3;1;1;2;;;;2;12;;;;7;;5;2;1;1;;1;1;1;1;2;;1;1;26;2;1;;;9;;;3;;;;;;4;;5;4;2;;10;;8;1;3;;;;18;5;3;;5;3;3;;;;;;2;;2;;;2;8;;;;1;1;;3;2;1;;;;6;;2;2;1;;;303
44196-6400;20130102;insucesso;2;1;1;1;19;2;1;;2;4;;;;;4;1;1;;;;;;1;8;;1;2;;;;1;1;1;;1;2;;;;;;;;7;1;1;1;1;1;;;4;;1;1;1;1;5;5;;4;1;;;;;;;;;;;;;9;2;1;;3;;;;;;;;;;1;4;1;1;;18;;2;2;;4;;;;;;;;;;;;;;;1;;1;1;1;;;;3;2;;1;3;1;;1;1;;;;;;2;1;1;1;2;;1;;2;;;;;4;;;;3;;;;;;;173
44258-7297;20130202;SUCESSO;2;;2;2;24;3;;;1;1;;;1;;1;1;;;;;;;;12;2;;1;1;1;1;;;;;;;;;;;;;;10;1;1;1;;;;1;;;;;;;2;1;;2;;;;1;;;;;;;;1;;3;1;1;1;2;;1;;;;;1;1;;;;;;;22;1;4;2;;6;;1;6;1;5;3;3;3;;;1;1;1;;1;;1;;1;;;;1;;;;1;;;;;;;;;;2;;;2;;;;;;;;1;1;;;;;1;;1;1;;;;162
44332-6401;20130102;insucesso;2;1;1;1;103;13;;3;1;23;4;;1;;6;;4;;;;;;1;16;;1;3;;;;2;2;;1;5;3;;;;;;;;37;;;;6;;1;2;4;1;1;1;1;3;9;6;1;15;2;;;;;;;;9;4;;;;18;2;;;12;2;;;;8;3;;;;2;12;7;9;5;32;2;2;3;3;7;;1;1;;1;1;;;;;2;1;;;9;;8;2;2;;;;12;3;1;;3;;;;;;;;5;3;2;1;1;1;9;4;3;;10;5;4;;;;;;;6;1;;;;1;;532
44389-6402;20130102;insucesso;;;;;40;4;;;1;2;;;8;7;7;;5;;;;;1;8;8;;;1;1;;;1;1;1;;;;;;1;2;1;1;;12;;;;;;;;1;5;;;;;8;1;7;15;2;;;4;;2;1;;4;3;;1;1;21;3;;;12;1;2;;;2;2;4;2;;;11;;9;2;25;;;;;8;;;5;;3;1;;;;;;;;2;3;;2;;1;1;;;2;1;;;1;1;;1;1;;;;1;;1;;;;2;;;;;;;;;;;;;1;;;;;2;;304
44530-6402;20130102;insucesso;;;;;5;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;7;;1;;;1;;;;;;;;;;;;;;;2;1;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29
44845-7114;20130202;insucesso;;;;;20;;;;;;;;;;5;3;;;;;;1;;5;;1;3;1;;;;;;;;;;;;1;1;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;9;6;;2;2;;;;;1;;1;;;1;1;1;;;12;;;1;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;1;;;;;1;;1;1;;;;93
44965-7297;20130202;SUCESSO;1;;1;1;35;;;;;7;1;1;;;11;1;5;1;1;;1;1;;12;3;;1;1;;;;;;;;1;;;;2;2;2;2;12;1;1;1;2;;1;3;;4;;;;;1;1;;15;4;;;4;1;1;1;1;2;1;;;;21;3;;2;12;2;3;1;1;1;1;1;1;3;1;;;;;28;2;5;3;;4;;1;2;1;;;;;1;;4;1;;;4;2;2;;;;;;3;;;;;;;;;;;;;;1;;;1;1;1;;;;;;2;1;2;;;;3;;2;1;1;;;283
Total Geral;#N/D;#N/D;737;335;385;336;19127;1492;95;92;306;2093;354;208;576;269;2619;235;1408;148;368;121;132;267;231;4663;101;82;1536;661;357;200;543;435;218;247;308;594;193;100;87;450;423;331;243;4684;251;251;224;1051;91;237;426;110;393;266;266;242;265;992;260;451;4842;929;140;87;1464;126;681;362;139;763;460;108;291;274;6160;878;184;216;3507;514;1053;493;269;533;325;652;318;470;308;645;85;409;244;13956;282;550;863;380;4449;116;384;1845;101;985;557;378;246;271;89;670;480;229;87;2182;193;1701;204;828;477;308;89;3566;742;346;88;1378;445;202;689;274;418;85;231;276;87;747;380;335;338;1554;302;141;99;526;287;254;703;561;2402;857;389;200;1506;88;565;489;222;280;110;137157
